Fecha,anio,mes,Estado,nombre,Especificacion,precio_promedio,generico,tipo,cantidad_tipo,dosis,cantidad_dosis,unidad_dosis,cvegeo,precio_prom_def,prev_diab,pobreza_laboral
01/10/20,2020,10,Son.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",260.5,Metformina,tabletas,30,850 mg,850,mg,26,240.6673843,11.23,1.1457
01/10/20,2020,10,Son.,MAVIGLIN,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MAVI",147.3,Metformina,tabletas,60,500/5 mg,500,mg,26,136.0856265,11.23,1.1457
01/10/20,2020,10,Pue.,DINORAX-C,"METABOLICO, TABLETAS, 30 DE 850 MG, LAB BRULUART",47.73,Metformina,tabletas,30,850 mg,850,mg,21,44.09617755,8.99,1.2339
01/10/20,2020,10,Pue.,DINORAX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB BRULUART",36,Metformina,tabletas,30,850 mg,850,mg,21,33.25921625,8.99,1.2339
01/10/20,2020,10,Hgo.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MERC",553,Metformina,tabletas,60,500/5 mg,500,mg,13,510.8985163,12.83,1.1408
01/10/20,2020,10,Hgo.,GLINORBORAL,"MED P/DIAB, TABLETAS, 40 DE 5/50MG, LAB SILANES",628.5,Metformina,tabletas,40,5/50mg,5,mg,13,580.6504837,12.83,1.1408
01/10/20,2020,10,Hgo.,GLIMETAL LEX,"MED P/DIAB, TABLETAS, 16 DE 2/850 MG, LAB SILA",547,Metformina,tabletas,16,2/850 mg,2,mg,13,505.3553136,12.83,1.1408
01/10/20,2020,10,Hgo.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK",563,Metformina,tabletas,60,500 mg,500,mg,13,520.1371875,12.83,1.1408
01/10/20,2020,10,Coah.,GLIMETAL LEX,"MED P/DIAB, TABLETAS, C/16 DE 2/850 MG, LAB SI",564.44,Metformina,tabletas,16,2/850 mg,2,mg,5,521.4675561,12.34,1.127
01/10/20,2020,10,Coah.,METFORMINA,"MED P/ DIAB, TABLETAS, C/30 DE 2.5/500 MG, LAB P",42.25,Metformina,tabletas,30,5/500 mg,5,mg,5,39.03338574,12.34,1.127
01/10/20,2020,10,Chis.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 850 MG, LAB SIEGFRIED R",440.36,Metformina,tabletas,60,850 mg,850,mg,7,406.8341241,7.79,1.0018
01/10/20,2020,10,Chis.,GLUCOPHAGE,"MED P/DIAB, CAPSULAS, 40 DE 850 MG, LAB ROCHE",390.71,Metformina,capsulas,40,850 mg,850,mg,7,360.9641217,7.79,1.0018
01/10/20,2020,10,Chis.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB NOVAG IN",50,Metformina,tabletas,30,850 mg,850,mg,7,46.1933559,7.79,1.0018
01/10/20,2020,10,Zac.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 750 GR, LAB MERCK",299.08,Metformina,tabletas,30,750 gr,750,gr,32,276.3101777,10.88,0.9559
01/09/20,2020,9,cdmx,METFORMINA,"MED P/DIAB, CAPSULAS, C/60 DE 750 MG, LAB ALPHAR",58.18,Metformina,capsulas,60,750 mg,750,mg,9,54.07846752,12.67,1.5758
01/09/20,2020,9,cdmx,PREDIAL,"MED P/DIAB, TABLETAS, C/40 DE 1000 MG, LAB SILANES",467,Metformina,tabletas,40,1000 mg,1000,mg,9,434.0777644,12.67,1.5758
01/09/20,2020,9,cdmx,DIMEFOR-G,"MED P/DIAB, TABLETAS, 30 DE 500/2.5 MG, SIEGFRIED",269,Metformina,tabletas,30,500/2.5 mg,500,mg,9,250.0362283,12.67,1.5758
01/09/20,2020,9,Yuc.,DIMEFOR T,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED",180.09,Metformina,tabletas,30,500 mg,500,mg,31,167.3941426,10.68,1.193
01/09/20,2020,9,Yuc.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK",279.8,Metformina,tabletas,30,750 mg,750,mg,31,260.0748576,10.68,1.193
01/09/20,2020,9,Yuc.,METFORMINA,"METABOLICO, TABLETAS, 30 DE 850MG, LAB LANDSTEIN",29,Metformina,tabletas,30,850mg,850,mg,31,26.95557852,10.68,1.193
01/09/20,2020,9,Mich.,DABEX,"MED P/DIAB, TABLETAS, 500 MG, 60 TABLETAS, LAB MERCK",419,Metformina,tabletas,60,500 mg,500,mg,16,389.4616345,9.93,1.1811
01/09/20,2020,9,Jal.,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",269,Metformina,tabletas,60,500 mg,500,mg,14,250.0362283,7.59,1.2107
01/09/20,2020,9,Jal.,METFORMINA,"MED P/DIAB, TABLETAS, 60 DE 500MG, LAB PHARMALIF",48.01,Metformina,tabletas,60,500mg,500,mg,14,44.62542499,7.59,1.2107
01/09/20,2020,9,N.L.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/40 DE 850 MG, LAB ROCHE",405,Metformina,tabletas,40,850 mg,850,mg,19,376.4485965,12.63,1.4205
01/09/20,2020,9,N.L.,GLUCOVANCE,"MED P/DAB, TABLETAS, C/60 DE 500/5.0 MG, MERCK",685.12,Metformina,tabletas,60,500/5.0 mg,500,mg,19,636.820895,12.63,1.4205
01/09/20,2020,9,N.L.,GLIMETAL LEX,"MED P/DIAB, TABLETAS, 16 DE 2/850 MG, SILANES",499.99,Metformina,tabletas,16,2/850 mg,2,mg,19,464.7420587,12.63,1.4205
01/09/20,2020,9,N.L.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK",265.97,Metformina,tabletas,30,500 mg,500,mg,19,247.2198351,12.63,1.4205
01/09/20,2020,9,N.L.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG C/U, LAB MERCK",236.5,Metformina,tabletas,30,500 mg,500,mg,19,219.8273903,12.63,1.4205
01/09/20,2020,9,N.L.,GLIMETAL,"MED P/DIAB, TABLETAS, 16 DE 4/100 MG, LAB SILANES",842.06,Metformina,tabletas,16,4/100 mg,4,mg,19,782.6970499,12.63,1.4205
01/09/20,2020,9,B.C.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",536,Metformina,tabletas,60,500 mg,500,mg,2,498.2134512,9.97,1.3107
01/09/20,2020,9,B.C.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/30 DE 750 MG, LAB ROCH",413,Metformina,tabletas,30,750 mg,750,mg,2,383.8846182,9.97,1.3107
01/09/20,2020,9,B.C.,GLUCOP,"METABOLICO , TABLETAS, C/60 DE 500 MG, LAB ROCHE",433,Metformina,tabletas,60,500 mg,500,mg,2,402.4746724,9.97,1.3107
01/09/20,2020,9,B.C.,DIMEFOR G,"MED P/DIAB, TABLETAS, C/60 DE 500/5 MG, LAB SIEGF",438.9,Metformina,tabletas,60,500/5 mg,500,mg,2,407.9587383,9.97,1.3107
01/09/20,2020,9,Chih.,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",406,Metformina,tabletas,60,500 mg,500,mg,8,377.3780993,9.25,1.1546
01/09/20,2020,9,Chih.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/40 DE 850 MG, LAB ROCHE",465.24,Metformina,tabletas,40,850 mg,850,mg,8,432.4418396,9.25,1.1546
01/09/20,2020,9,Chih.,DIMEFORT,"MED P/DIAB, TABLETAS, 60 DE 500/2.5MG, LAB SIEGFRI",369,Metformina,tabletas,60,500/2.5mg,500,mg,8,342.9864991,9.25,1.1546
01/09/20,2020,9,Chih.,DABEX,"MED P/DIAB, TABLETAS, XR, C/30 DE 750 MG, LAB MERCK",343,Metformina,tabletas,30,750 mg,750,mg,8,318.8194287,9.25,1.1546
01/09/20,2020,9,Gro.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB ALPHARMA",25,Metformina,tabletas,30,850 mg,850,mg,12,23.23756769,11.13,1.1436
01/09/20,2020,9,Sin.,PRE-DIAL PLUS,"MED P/DIAB, TABLETAS, DE 30 DE 850 MG, LAB SI",355,Metformina,tabletas,30,850 mg,850,mg,25,329.9734612,10.69,1.5881
01/09/20,2020,9,Sin.,DABEX,"MED P/DIAB, TABLETAS, DE 60 DE 500 MG, LAB MERCK",308.65,Metformina,tabletas,60,500 mg,500,mg,25,286.8910107,10.69,1.5881
01/09/20,2020,9,Gto.,GLUCOVANCE,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",537,Metformina,tabletas,60,500 mg,500,mg,11,499.1429539,9.89,1.2751
01/09/20,2020,9,Gto.,GLUCOPHAGE XR,"MED P/DIAB, GRAGEAS, 30 DE 750 MG, LAB MERCK",422.91,Metformina,grageas,30,750 mg,750,mg,11,393.09599,9.89,1.2751
01/09/20,2020,9,Gto.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",304.8,Metformina,tabletas,30,850 mg,850,mg,11,283.3124253,9.89,1.2751
01/09/20,2020,9,Pue.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB FARMACIA",50,Metformina,tabletas,30,850 mg,850,mg,21,46.47513538,8.99,1.2936
01/09/20,2020,9,Pue.,DIMEFOR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED R",185.5,Metformina,tabletas,30,500 mg,500,mg,21,172.4227522,8.99,1.2936
01/09/20,2020,9,Pue.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK",411.5,Metformina,tabletas,60,500 mg,500,mg,21,382.4903641,8.99,1.2936
01/09/20,2020,9,Pue.,PREDIAL PLUS,"MED P/DIAB, TABLETAS, 30 DE 850MG, LAB SILANES",395.16,Metformina,tabletas,30,850mg,850,mg,21,367.3022899,8.99,1.2936
01/09/20,2020,9,Pue.,GLIMETAL,"TABLETAS 16, DE 1000/2 MG, LAB SILANES",541.68,Metformina,tabletas,16,1000/2 mg,1000,mg,21,503.4930266,8.99,1.2936
01/09/20,2020,9,S.L.P.,GLUCOVANCE,"MED P/DIAB, TABLETAS, C/60, DE 500/2.5 MG, LAB M",426.13,Metformina,tabletas,60,500/2.5 mg,500,mg,24,396.0889888,10.85,1.1096
01/09/20,2020,9,S.L.P.,DABEX,"METABOLICO, TABLETAS, C/30 DE 850 MG, ME",247.48,Metformina,tabletas,30,850 mg,850,mg,24,230.0333301,10.85,1.1096
01/09/20,2020,9,S.L.P.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, PHARMA LIFE",17.5,Metformina,tabletas,30,850 mg,850,mg,24,16.26629738,10.85,1.1096
01/09/20,2020,9,Chis.,MELLITRON,"MED P/DIAB, TABLETAS, 40 DE 400/125 MG, LAB JANSS",262.16,Metformina,tabletas,40,400/125 mg,400,mg,7,243.6784298,7.79,1.0574
01/09/20,2020,9,Chis.,MAVIGLIN,"MED P/DIAB, TABLETAS, 30 25 MG, LAB GENERICO",44.7,Metformina,tabletas,30,25 mg,25,mg,7,41.54877103,7.79,1.0574
01/09/20,2020,9,Chis.,GLUCOPHAGE,"METABOLICO, CAPSULAS, 60 DE 850 MG, LAB EL",678,Metformina,tabletas,60,850 mg,850,mg,7,630.2028357,7.79,1.0574
01/09/20,2020,9,Edo. de MÃ©x.,DIABEX,"MED P/DIAB, TABLETAS, 30 DE 850MG, LAB MERCK",295,Metformina,tabletas,30,850mg,850,mg,15,274.2032987,8.96,1.3737
01/09/20,2020,9,Edo. de MÃ©x.,GLUCOPHAGE,"MED P/DIAB, TABLETAS,  60 DE 500 MG, LAB ROCHE",411.75,Metformina,tabletas,60,500 mg,500,mg,15,382.7227398,8.96,1.3737
01/09/20,2020,9,Coah.,INSOGEN PLUS,"TABLETAS, C/80, 513/125 MG, LAB ITALMEX",382.04,Metformina,tabletas,80,513/125 mg,513,mg,5,355.1072144,12.34,1.2094
01/09/20,2020,9,Ver.,DABEX-XR,"METABOLICO, GRAGEAS, 30 DE 750 MG, LAB MERCK",346,Metformina,tabletas,30,750 mg,750,mg,30,321.6079368,11.92,1.2021
01/09/20,2020,9,Ver.,DABEX XR,"TABLETAS, 30 DE 1000 MG, LAB MERCK",329,Metformina,tabletas,30,1000 mg,1000,mg,30,305.8063908,11.92,1.2021
01/09/20,2020,9,Tab.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 750 MG, LAB MERCK",355,Metformina,tabletas,30,750 mg,750,mg,27,329.9734612,12.15,1.3952
01/09/20,2020,9,Tab.,DIMEFOR XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIE",216,Metformina,tabletas,30,500 mg,500,mg,27,200.7725848,12.15,1.3952
01/09/20,2020,9,Tab.,DIMEFOR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB SIEGFRIED R",150.95,Metformina,tabletas,30,500 mg,500,mg,27,140.3084337,12.15,1.3952
01/09/20,2020,9,Tab.,DABEX XR,"MED P/DIAB, COMPRIMIDOS, 30 DE 500 MG, LAB MERCK",217,Metformina,comprimidos,30,500 mg,500,mg,27,201.7020875,12.15,1.3952
01/09/20,2020,9,Tab.,PREDIAL,"MED P/DIAB, TABLETAS, 60 DE 500 GR, LAB SILANES",257,Metformina,tabletas,60,500 gr,500,gr,27,238.8821958,12.15,1.3952
01/09/20,2020,9,Tamps.,DIMEFOR,"METABOLICO, TABL, 30 DE 850 MG, LAB SIEGFRIED RHEIN",258,Metformina,tabletas,30,850 mg,850,mg,28,239.8116985,12.77,1.191
01/09/20,2020,9,Tamps.,DABEX XR,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB MERCK",232,Metformina,tabletas,60,500 mg,500,mg,28,215.6446281,12.77,1.191
01/09/20,2020,9,Tamps.,FICONAX,"MED P/DIAB, TABLETAS, FCO C/30 DE 1GR",280,Metformina,tabletas,30, 1gr,1,gr,28,260.2607581,12.77,1.191
01/09/20,2020,9,Tamps.,INSOGEN PLUS,"MED P/DIAB, TABLETAS, 80/125 MG, LAB ITALMEX",520,Metformina,tabletas,NA,80/125 mg,80,mg,28,483.3414079,12.77,1.191
01/09/20,2020,9,Chih.,METFORMINA,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB PHARMA",48.01,Metformina,tabletas,60,500 mg,500,mg,8,44.62542499,9.25,1.1546
01/09/20,2020,9,Chih.,DABEX,"MED/DIAB, TABLETAS, C/60 DE 500 MG, LAB MERCK",346,Metformina,tabletas,60,500 mg,500,mg,8,321.6079368,9.25,1.1546
01/09/20,2020,9,Son.,GLUCOPHAGE XR,"MED P/DIABETES, TABLETAS, C/30 DE 500 MG, LAB",244.95,Metformina,tabletas,30,500 mg,500,mg,26,227.6816882,11.23,1.5255
01/09/20,2020,9,Son.,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500 MG  C/60, LAB MERK",317.15,Metformina,tabletas,60,500 mg,500,mg,26,294.7917837,11.23,1.5255
01/09/20,2020,9,Son.,GLUCOVACE,"MED P/DIAB, TABLETAS, C/60 DE 500MG/5MG, LAB MERC",540,Metformina,tabletas,60,500mg/5mg,500,mg,26,501.9314621,11.23,1.5255
01/09/20,2020,9,Son.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/40 DE 850 MG, LAB ROCHE",561.63,Metformina,tabletas,40,850 mg,850,mg,26,522.0366056,11.23,1.5255
01/09/20,2020,9,Coah.,GLUCOVANCE,"METABOLICO, AMPOLLETAS, DE 60, DE 500 MG,",510,Metformina,tabletas,60,500 mg,500,mg,5,474.0463808,12.34,1.2094
01/09/20,2020,9,Coah.,GLUCOVANCE,"TABLETAS, DE 60, DE 500 MG / 2.5 MG, LAB MERCK",403,Metformina,tabletas,60,500 mg,500,mg,5,374.5895911,12.34,1.2094
01/09/20,2020,9,Ver.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB SIEGFRIE",245,Metformina,tabletas,30,850 mg,850,mg,30,227.7281633,11.92,1.2021
01/09/20,2020,9,Ver.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB ROCHE",411.5,Metformina,tabletas,60,500 mg,500,mg,30,382.4903641,11.92,1.2021
01/09/20,2020,9,Ags.,METFORMINA,"TABLETAS, CAJA C/30 DE 850 MG",18.51,Metformina,tabletas,30,850 mg,850,mg,1,17.20509512,7.56,1.2753
01/09/20,2020,9,B.C.,DABEX,"MED P/DIAB, TABLETAS, C/60 DE 500/5MG, LAB MERCK",440.53,Metformina,tabletas,60,500/5mg,500,mg,2,409.4738277,9.97,1.3107
01/09/20,2020,9,B.C.,DABEX,"METABOLICO, TABLETAS, C/30 DE 850 MG, LAB MERK",313.14,Metformina,tabletas,30,850 mg,850,mg,2,291.0644778,9.97,1.3107
01/09/20,2020,9,B.C.,GLUCOVANCE,"METABOLICO, TABLETAS, C/60 DE 500/5 MG, LAB MERC",550.16,Metformina,tabletas,60,500/5 mg,500,mg,2,511.3752096,9.97,1.3107
01/09/20,2020,9,B.C.,FICONAX,"METABOLICO, TABLETAS, C/30 DE 850 GR, LAB PISA",139,Metformina,tabletas,30,850 gr,850,gr,2,129.2008763,9.97,1.3107
01/09/20,2020,9,Tamps.,GLIMETAL LEX,"METABOLICO, TABLETAS, C/16,2 MG/ 850 MG, LAB S",527.33,Metformina,tabletas,16,2 mg/ 850,2,mg,28,490.1546628,12.77,1.191
01/09/20,2020,9,Tamps.,DABEX,"METABOLICO, TABLETAS, CAJA C/60 DE 500 GR, LAB MERCK",311,Metformina,tabletas,60,500 gr,500,gr,28,289.075342,12.77,1.191
01/09/20,2020,9,Col.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, C/30 DE 750 MG, LAB ROCHE",413,Metformina,tabletas,30,750 mg,750,mg,6,383.8846182,10.83,1.3232
01/09/20,2020,9,Col.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 40 DE 850 MG, LAB ROCHE",422,Metformina,tabletas,40,850 mg,850,mg,6,392.2501426,10.83,1.3232
01/09/20,2020,9,Col.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500 MG/2.5, LAB MERC",475,Metformina,tabletas,60,500 mg/2.5,500,mg,6,441.5137861,10.83,1.3232
01/09/20,2020,9,B.C.S.,GLUCOPHAGE XR,"MED P/DIAB, TABLETAS, C/60 DE 500 MG, LAB MER",380.31,Metformina,tabletas,60,500 mg,500,mg,3,353.4991747,8.37,2.0058
01/09/20,2020,9,B.C.S.,DABEX,"TABLETAS, C/60 DE 500 MG, LAB MERCK",311.38,Metformina,tabletas,60,500 mg,500,mg,3,289.4285531,8.37,2.0058
01/09/20,2020,9,B.C.S.,GLIMETAL,"TABLETAS, 16 DE 2/1000 MG, LAB SILANES",521.99,Metformina,tabletas,16,2/1000 mg,2,mg,3,485.1911183,8.37,2.0058
01/09/20,2020,9,B.C.S.,DABEX,"CAPSULAS, 30 DE 850 MG, LAB MERCK",255.22,Metformina,capsulas,30,850 mg,850,mg,3,237.227681,8.37,2.0058
01/09/20,2020,9,B.C.S.,DABEX XR,"TABLETAS, CAJA C/30, LAB MERCK SERONO",348,Metformina,tabletas,30,NA,NA,NA,3,323.4669422,8.37,2.0058
01/09/20,2020,9,Q. Roo.,GLIMETAL,"MED P/DIAB, TABLETAS, METFORMINA, CAJA DE 4/1000 M",775,Metformina,tabletas,16,4/1000 mg,4,mg,23,720.3645983,7.41,1.8411
01/09/20,2020,9,Q. Roo.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, CAJA DE 500 MG, DE 60 PZAS",391.99,Metformina,tabletas,60,500 mg,500,mg,23,364.3557663,7.41,1.8411
01/09/20,2020,9,Q. Roo.,WADIL,"MED P/DIAB, TABLETAS, METFORMINA, 500/5, 30 TAB",49.55,Metformina,tabletas,30,500/5 mg,500,mg,23,46.05685916,7.41,1.8411
01/09/20,2020,9,Mich.,GLIMETAL,"MEDICAMENTO PARA DIABETES, TABLETAS, C/16, 4/1000",622.07,Metformina,tabletas,16,4/1000 mg,4,mg,16,578.2157493,9.93,1.1811
01/09/20,2020,9,Mich.,METFORMINA,"MEDICAMENTO PARA DIABETES, TABLETAS, C/30 DE MG,",22,Metformina,tabletas,30,850 mg,850,mg,16,20.44905957,9.93,1.1811
01/09/20,2020,9,Mich.,DABEX,"MEDICAMENTO PARA DIABETES, TABLETAS, CAJA CON 30 TABL",283,Metformina,tabletas,30,850 mg,850,mg,16,263.0492662,9.93,1.1811
01/09/20,2020,9,Zac.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",255.25,Metformina,tabletas,30,850 mg,850,mg,32,237.2555661,10.88,0.9961
01/09/20,2020,9,Zac.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 5/500 MG, LAB MERCK",514.5,Metformina,tabletas,60,5/500 mg,5,mg,32,478.229143,10.88,0.9961
01/09/20,2020,9,Zac.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MERCK",548,Metformina,tabletas,60,500/5 mg,500,mg,32,509.3674837,10.88,0.9961
01/09/20,2020,9,Gro.,METFORMINA,"MED P/DIAB, CAPSULAS, CAJA DE 60 DE 5/500 GR, LA",141,Metformina,capsulas,60,500 gr,500,gr,12,131.0598818,11.13,1.1436
01/09/20,2020,9,Son.,GLUCOVANCE,"MED P/DIAB, TABLETAS, C/60 DE 500/2.5 MG, LAB ME",480,Metformina,tabletas,60,500/2.5 mg,500,mg,26,446.1612996,11.23,1.5255
01/09/20,2020,9,Son.,DABEX XR,"MED P/DIAB, TABLETAS, 30 DE 500 MG, LAB MERCK SERO",309.6,Metformina,tabletas,30,500 mg,500,mg,26,287.7740382,11.23,1.5255
01/09/20,2020,9,Hgo.,GLINORBORAL,"MED P/DIAB, TABLETAS, 40 DE 5/50 MG, LAB SILANE",598.77,Metformina,tabletas,40,5/50 mg,5,mg,13,556.5583362,12.83,1.2299
01/09/20,2020,9,Hgo.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MERK",497.7,Metformina,tabletas,60,500/5 mg,500,mg,13,462.6134975,12.83,1.2299
01/09/20,2020,9,Hgo.,DABEX XR,"MED P/DIAB, TABLETAS, 60 DE 750 MG, LAB MERK",314,Metformina,tabletas,60,750 mg,750,mg,13,291.8638502,12.83,1.2299
01/09/20,2020,9,Hgo.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MERCK",496.5,Metformina,tabletas,60,500/5 mg,500,mg,13,461.4980943,12.83,1.2299
01/09/20,2020,9,Chih.,GLIMETAL,"MED P/DIAB, TABLETAS, C/16 DE 4/1000 MG, LAB SILAN",632.07,Metformina,tabletas,16,4/1000 mg,4,mg,8,587.5107763,9.25,1.1546
01/09/20,2020,9,Dgo.,GLUCOVANCE,"TABLETAS, C/60 DE 500/2.05 MG, LAB MERCK",515,Metformina,tabletas,60,500/2.05 mg,500,mg,10,478.6938944,10.9,1.1109
01/09/20,2020,9,Dgo.,GLUCOVANCE,"TABLETAS, C/60 DE 500/5 MG, LAB MERCK",521,Metformina,tabletas,60,500/5 mg,500,mg,10,484.2709106,10.9,1.1109
01/09/20,2020,9,Dgo.,GLIMETAL LEX,"TABLETAS, C/16 DE 2/850 MG, LAB SILANES",634.21,Metformina,tabletas,16,2/850 mg,2,mg,10,589.4999121,10.9,1.1109
01/09/20,2020,9,Dgo.,GLUCOVANCE,"TABLETAS, 60 DE 500/5 MG, LAB MERCK",547.08,Metformina,tabletas,60,500/5 mg,500,mg,10,508.5123412,10.9,1.1109
01/09/20,2020,9,Dgo.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/5 MG, LAB MERCK",526.6,Metformina,tabletas,60,500/5 mg,500,mg,10,489.4761258,10.9,1.1109
01/09/20,2020,9,Dgo.,METFORMINA,"COMPRIMIDOS, C/30 DE 850 MG, LAB SUPRA MED",48,Metformina,comprimidos,30,850 mg,850,mg,10,44.61612996,10.9,1.1109
01/09/20,2020,9,Nay.,AKSPRI,"MED P/DIAB, TABLETAS, 30 PZAS, 1000 MG, LAB NOVARTIS",426.49,Metformina,tabletas,30,1000 mg,1000,mg,18,396.4236097,9.55,1.2033
01/09/20,2020,9,Nay.,GLIMETAL,"MED P/DIAB, TABLETAS, 16 PZAS, DE 2/850 MG, LAB SI",503.4,Metformina,tabletas,16,2/850 mg,2,mg,18,467.911663,9.55,1.2033
01/09/20,2020,9,Nay.,DUO-AGLUCID,"MED P/DIAB, GRAGEAS, 30 PZAS, DE 500 MG/5 MG, L",65,Metformina,grageas,30,500 mg,500,mg,18,60.41767599,9.55,1.2033
01/09/20,2020,9,Oax.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/25 MG, LAB MERCK",539.21,Metformina,tabletas,60,500/25 mg,500,mg,20,501.1971549,10.51,1.0695
01/09/20,2020,9,Qro.,PREDIAL,"METABOLICO, TABLETAS, C/60 DE 500 MG, LAB SILANES",275,Metformina,tabletas,60,500 mg,500,mg,22,255.6132446,7.51,1.232
01/09/20,2020,9,Mor.,PREDIAL,"MED P/DIAB, TABLETAS, 40 DE 1000 MG, LAB SILANES",500,Metformina,tabletas,40,1000 mg,1000,mg,17,464.7513538,11.99,1.137
01/09/20,2020,9,Mor.,ANGLUCID,"MED P/DIAB, TABLETAS, 50 DE 850 MG, LAB COLLINS",95,Metformina,tabletas,50,850 mg,850,mg,17,88.30275721,11.99,1.137
01/09/20,2020,9,Tlax.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 500 MG/5 MG, LAB SIEGFR",455,Metformina,tabletas,60,500 mg,500,mg,29,422.9237319,9.29,1.2239
01/09/20,2020,9,Tlax.,DABEX,"MED P/DIAB, XR, TABLETAS, 30 DE 500 MG, LAB MERCK SER",230,Metformina,tabletas,30,500 mg,500,mg,29,213.7856227,9.29,1.2239
01/09/20,2020,9,Tlax.,DIMEFOR,"MED P/DIAB, TABLETAS, 60 DE 500 MG/5 MG, LAB SIEGFR",195,Metformina,tabletas,60,500 mg,500,mg,29,181.253028,9.29,1.2239
01/09/20,2020,9,Tlax.,COMPETACT,"MED P/DIAB, TABLETAS, 28 DE 15/850 MG, LAB LILLY",1320.23,Metformina,tabletas,28,15/850 mg,15,mg,29,1227.15736,9.29,1.2239
01/09/20,2020,9,Tlax.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB PHARMALI",17.5,Metformina,tabletas,30,850 mg,850,mg,29,16.26629738,9.29,1.2239
01/09/20,2020,9,Ver.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500/2.5 MG, LAB MERC",496,Metformina,tabletas,60,500/2.5 mg,500,mg,30,461.0333429,11.92,1.2021
01/09/20,2020,9,Ver.,METFORMINA,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB PHARMALI",22,Metformina,tabletas,30,850 mg,850,mg,30,20.44905957,11.92,1.2021
01/09/20,2020,9,Camp.,DABEX,"MED P/DIAB, TABLETAS, 30 DE 850 MG, LAB MERCK",275,Metformina,tabletas,30,850 mg,850,mg,4,255.6132446,14.01,1.1946
01/09/20,2020,9,Camp.,GLUCOPHAGE,"MED P/DIAB, TABLETAS, 60 DE 500 MG, LAB ROCHE",399,Metformina,tabletas,60,500 mg,500,mg,4,370.8715803,14.01,1.1946
01/09/20,2020,9,Camp.,GLUCOVANCE,"MED P/DIAB, TABLETAS, 60 DE 500, LAB MERCK",546,Metformina,tabletas,60,500 mg,500,NA,4,507.5084783,14.01,1.1946
